PARAM,VALUE,REGION,REGION2,DAYTYPE,EMISSION,FUEL,DAILYTIMEBRACKET,SEASON,TIMESLICE,MODE_OF_OPERATION,STORAGE,TECHNOLOGY,YEAR
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2004
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2005
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2006
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2007
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2008
InputActivityRatio,1.052632,Simple,,,,IND300,,,,2,,WHRB1,2009
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2000
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2001
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2002
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2003
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2004
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2005
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2006
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2007
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2008
InputActivityRatio,1.052632,Simple,,,,IND90,,,,2,,WHRB2,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,IND300IND,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,IND90IND,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,IND70IND,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,SUP,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,GRID,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HE1,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HE2,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HE3,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HP1,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HP2,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,DHN,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,STA,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HEA,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,STB,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HEB,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,STC,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,HEC,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB1,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,WHRB2,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,BS2,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,BS1,2009
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2000
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2001
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2002
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2003
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2004
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2005
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2006
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2007
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2008
OutputModeofoperation,1,Simple,,,,,,,,1,,BS3,2009
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2000
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2001
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2002
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2003
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2004
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2005
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2006
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2007
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2008
OutputActivityRatio,1,Simple,,,,IND300,,,,1,,IND300IND,2009
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2000
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2001
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2002
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2003
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2004
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2005
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2006
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2007
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2008
OutputActivityRatio,1,Simple,,,,IND90,,,,1,,IND90IND,2009
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2000
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2001
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2002
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2003
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2004
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2005
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2006
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2007
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2008
OutputActivityRatio,1,Simple,,,,IND70,,,,1,,IND70IND,2009
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2000
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2001
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2002
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2003
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2004
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2005
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2006
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2007
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2008
OutputActivityRatio,1,Simple,,,,SUP50,,,,1,,SUP,2009
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2000
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2001
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2002
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2003
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2004
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2005
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2006
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2007
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2008
OutputActivityRatio,1,Simple,,,,ELEC,,,,1,,GRID,2009
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2000
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2001
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2002
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2003
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2004
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2005
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2006
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2007
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2008
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE1,2009
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2000
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2001
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2002
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2003
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2004
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2005
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2006
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2007
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2008
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE2,2009
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2000
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2001
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2002
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2003
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2004
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2005
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2006
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2007
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2008
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HE3,2009
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2000
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2001
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2002
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2003
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2004
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2005
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2006
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2007
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2008
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP1,2009
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2000
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2001
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2002
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2003
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2004
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2005
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2006
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2007
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2008
OutputActivityRatio,1,Simple,,,,CONVHEAT,,,,1,,HP2,2009
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2000
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2001
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2002
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2003
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2004
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2005
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2006
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2007
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2008
OutputActivityRatio,1,Simple,,,,DHWATER,,,,1,,DHN,2009
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2000
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2001
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2002
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2003
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2004
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2005
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2006
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2007
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2008
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,STA,2009
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2000
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2001
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2002
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2003
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2004
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2005
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2006
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2007
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2008
OutputActivityRatio,1,Simple,,,,SINKRES,,,,1,,HEA,2009
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2000
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2001
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2002
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2003
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2004
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2005
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2006
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2007
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2008
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,STB,2009
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2000
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2001
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2002
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2003
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2004
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2005
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2006
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2007
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2008
OutputActivityRatio,1,Simple,,,,SINKOFFICE,,,,1,,HEB,2009
OutputActivityRatio,1,Simple,,,,SINKDHC,,,,1,,STC,2000
OutputActivityRatio,1,Simple,,,,SINKDHC,,,,1,,STC,2001
